# Pathway	IN-B15-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B16-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B17-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B18-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B19-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B22-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B23-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B24-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B25-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B27-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B28-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B29-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B7-d94.sam.bam.filtered.sorted_merged_Abundance	N-B1-d94.sam.bam.filtered.sorted_merged_Abundance	N-B10-d94.sam.bam.filtered.sorted_merged_Abundance	N-B11-d94.sam.bam.filtered.sorted_merged_Abundance	N-B12-d94.sam.bam.filtered.sorted_merged_Abundance	N-B13-d94.sam.bam.filtered.sorted_merged_Abundance	N-B14-d94.sam.bam.filtered.sorted_merged_Abundance	N-B2-d94.sam.bam.filtered.sorted_merged_Abundance	N-B21-d94.sam.bam.filtered.sorted_merged_Abundance	N-B4-d94.sam.bam.filtered.sorted_merged_Abundance	N-B5-d94.sam.bam.filtered.sorted_merged_Abundance	N-B6-d94.sam.bam.filtered.sorted_merged_Abundance	N-B8-d94.sam.bam.filtered.sorted_merged_Abundance	N-B9-d94.sam.bam.filtered.sorted_merged_Abundance
CITRULBIO-PWY: L-citrulline biosynthesis	12.2641	9.83032	4.11827	9.93917	8.18315	5.4587	3.14356	5.75718	3.53141	2.10618	5.64989	1.87587	12.3793	26.5243	3.69349	1.92395	6.62082	13.1739	8.14952	8.05984	4.44749	21.0045	10.6889	1.05022	0.884468	2.63318
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	20.8828	28.4938	0	26.1765	23.5694	11.0289	15.2674	0	0	0	18.1272	0	17.7373	81.1405	0	7.37245	6.99883	24.3318	0	36.8412	0	101.778	26.3271	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	118.34	78.5436	67.9366	130.506	83.75	56.2258	74.25	79.7436	79.1087	77.7059	76.1705	61.8968	65.9349	47.6008	111.435	43.2398	53.1115	57.9081	61.7594	57.1305	17.5947	47.8685	47.5816	63.5107	61.646	44.8682
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerotruncus.s__Anaerotruncus_colihominis	1.01962	0	0	1.99811	0.978482	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988278	0	0	0	0	0	1.12213	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	9.94655	4.34175	3.72004	86.9019	15.7401	14.3165	11.6451	0	10.9275	15.7902	13.5971	5.47937	23.6946	0	0	7.08176	4.15591	10.2205	19.7191	0	0	2.13435	22.8596	3.38719	7.97589	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_intestinalis	0	0	1.62157	1.889	1.08648	0	0	0	0	2.10463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	12.5965	0	0	2.57915	0	0	0	0	0	0	0	0	0	0	0	0	2.30448	0	3.04396	4.74489	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_vulgatus	175.907	150.734	35.3445	0	12.8895	4.10257	0	91.1979	0	0	17.4051	0	21.0862	24.4649	13.3993	0	10.5912	2.33676	25.7349	72.0905	26.438	3.20792	0	8.48235	17.281	25.3251
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_xylanisolvens	14.1442	20.2641	74.3335	2.90967	75.7294	42.0304	20.883	0	77.1359	43.0043	49.4948	14.0649	58.6183	0	0	0	0	0	0	50.6338	8.12196	20.9944	10.7949	22.9056	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	14.8343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	2.07391	0	0	0	0	0	0	18.4492	0	0	0	0	0	0	24.5491	10.5508	0	0	0	0	0	20.0705	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Dorea.s__Dorea_sp_5_2	3.29553	0	0	0	0	0	0	0	0	3.98115	0	0	0	12.6731	0	0	0	0	0	0	0	14.8617	14.0414	0	0	9.35513
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0.779021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	7.40289	0	3.25644	0	1.91945	0	4.39354	2.97655	0	1.91434	1.81597	2.84108	0	1.79711	3.3583	2.29037	0	0	0	10.2867	0	1.17439	5.02656
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Escherichia.s__Escherichia_coli	17.0417	53.2454	32.0083	3.49932	0	6.92717	5.37432	2.21348	0	5.83426	0.96642	7.07995	7.89884	0	56.8188	1.82475	0	1.04831	0	0	0	0	0	4.90822	2.79705	1.98254
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_murinus	3.62268	8.135	4.49825	6.99983	61.6363	9.40479	2.47254	5.26948	12.1143	8.74592	0	6.63281	7.15045	41.2307	328.481	19.439	12.6334	16.516	69.1208	77.9606	9.53809	32.9715	47.6224	68.9762	7.07428	23.2272
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_reuteri	0	19.9226	5.76233	9.20945	4.40693	50.1936	272.941	70.305	142.824	119.852	33.0356	193.632	15.4037	0	0	16.3415	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	2.31924	0	0	4.13494	0	0	0	0	0	0	4.8158	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	64.9366	51.2152	78.0028	324.963	91.3477	57.5211	37.0409	107.628	94.2546	117.828	132.03	117.938	77.91	95.9878	27.5321	90.2682	168.689	112.043	53.8608	79.4116	41.0065	182.555	47.8774	119.714	107.811	94.4159
COA-PWY: coenzyme A biosynthesis I	17.3791	26.5786	32.9838	11.7901	28.4291	28.1194	54.1977	28.5875	47.9073	36.8015	27.4672	44.0691	24.2864	10.2684	20.0048	14.4202	14.8637	11.6781	2.2619	14.2396	4.70112	5.51267	3.74222	10.3229	12.8575	6.57483
COA-PWY: coenzyme A biosynthesis I|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.57078	0.767396	0	0	0	0	0	0.693733	0	0	0	0	0	0	0	0.66438	0	0	0	0	0	1.0039	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	10.3788	17.5513	59.84	2.90967	53.1027	24.7692	16.709	0	63.5807	22.9151	35.4576	11.8231	46.669	0	0	0	0	0	0	36.746	7.55949	18.8935	4.09657	14.7101	0	0
COA-PWY: coenzyme A biosynthesis I|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	2.28704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	8.55039	44.3853	26.904	3.16434	0	4.37878	4.25347	1.94418	0	3.1184	0.689212	7.83147	6.10697	0	44.2851	2.62658	0	0	0	0	0	0	0	3.83574	2.12349	1.56183
COA-PWY: coenzyme A biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	21.2043	5.48629	10.3127	3.18787	51.7577	266.043	69.0481	135.299	118.466	33.0356	184.898	14.1227	0	0	14.647	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|unclassified	26.1462	12.9193	41.1778	0	41.8598	32.8945	7.62768	20.1306	50.0112	24.4217	41.8967	29.8166	34.3342	44.8976	19.6242	43.5875	63.0354	45.4005	8.78145	33.9743	18.4458	8.13031	17.1937	32.1444	44.6647	30.6352
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	8.14862	9.57974	8.56562	2.41648	0	1.46042	0	2.50672	0	0	1.27747	0.611333	1.47917	0	18.0323	0.450216	0	2.03826	0	0	0	0	0	0.69286	2.73547	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Escherichia.s__Escherichia_coli	8.83162	27.8545	18.4338	0.810399	0	0	0	1.65465	0	0	0	0	2.96338	0	53.4488	0	0	0	0	0	0	0	0	1.31039	1.60387	0
COLANSYN-PWY: colanic acid building blocks biosynthesis	18.0315	21.173	12.3903	13.4741	2.69904	15.0944	16.9053	9.70835	15.0631	9.76855	13.317	11.1295	15.415	0.408607	19.8256	4.53914	0	1.90929	0.392055	0	0.821517	0	0.967372	3.16359	3.29426	0.965919
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	6.39309	19.856	8.35471	0	0	1.41534	0	1.55656	0	0	0	0	3.10516	0	21.3603	0	0	0	0	0	0	0	0	0	1.16441	0
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	28.5918	25.0725	0	38.2529	0	26.782	30.8924	28.5371	0	45.0435	48.3427	50.9401	48.2161	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	89.7816	54.1218	67.7115	151.854	103.781	41.538	46.8143	74.5786	30.2123	60.2122	60.7657	50.7412	93.2295	65.5289	52.3986	36.1398	36.0233	74.0312	97.2922	23.0133	5.60825	58.1451	41.245	51.5961	74.9809	40.2886
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	1.39638	0	0	0	0	0	0	5.31343	0	0	0	0	0	0	3.81216	0	0	0	0	0	0	4.93472	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	19.9361	42.2284	19.0015	0	0	3.88919	0	0	0	0	0	0	6.52525	0	57.4484	0	0	1.62174	0	0	0	0	0	4.85642	4.30178	1.94797
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_plexicaudatum	0	0	0	0	64.9488	0	63.695	0	0	10.5704	0	0	0	0	0	0	0	0	68.8438	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	64.1925	57.9969	188.774	438.529	189.528	59.5062	88.0515	109.088	44.666	240.991	118.718	177.745	206.643	147.804	64.7143	100.808	79.6813	191.105	155.762	103.687	16.6416	206.7	110.244	167.649	181.727	96.5966
DAPLYSINESYN-PWY: L-lysine biosynthesis I	18.5796	34.6882	21.11	5.47025	3.4016	35.079	43.5936	43.1806	49.7984	29.4288	23.6314	38.9175	17.4445	1.94759	35.9905	15.2188	9.71741	3.55321	4.75307	0	0	0	0	2.5307	5.81843	4.46976
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Escherichia.s__Escherichia_coli	10.6884	29.4945	11.9402	1.4428	0	2.99966	0	3.07135	0	2.21033	0	1.71013	5.63459	0	42.8059	0	0	0	0	0	0	0	0	0	3.0757	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	22.0457	0	0	0	0	20.5395	0	0	7.93678	13.2535	0	0	0	0	0	21.1958	0	0	21.2647	0	0	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	120.222	113.285	112.749	79.3285	85.8896	87.4403	108.559	113.359	118.963	89.6039	78.87	97.024	132.65	116.279	84.2061	85.1862	144.613	97.4382	78.3697	109.683	83.6037	77.3711	50.2078	56.4514	89.755	83.9933
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	102.664	191.763	169.187	249.467	109.848	181.904	205.988	222.489	238.701	51.4863	80.8658	109.218	291.207	389.273	214.397	267.749	526.941	340.526	259.07	326.73	343.167	300.502	189.398	200.137	245.243	314.651
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	59.0518	52.7064	136.288	41.0956	132.001	87.2708	87.7426	89.5136	136.778	87.3706	96.1399	81.5274	105.925	67.8176	47.7524	71.459	89.2167	84.5451	64.0299	72.3625	101.504	49.1776	65.9327	66.0129	86.137	70.0906
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	2.56504	5.27506	8.57602	0.782053	9.64289	5.18034	5.04955	0	10.8552	1.5019	3.51301	3.19604	3.84116	0	0	0	0	0	0	1.51799	0	6.89125	0	4.96785	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	28.7712	7.07139	8.87904	6.69359	58.5653	339.177	86.5313	216.575	157.977	33.3727	231.369	19.3263	0	0	20.6363	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	187.577	269.171	308.939	174.374	255.477	425.628	198.365	405.097	367.64	336.967	288.954	227.336	264.824	376.401	223.153	366.291	405.951	366.647	285.7	307.126	671.607	319.423	435.711	372.988	363.857	384.287
ECASYN-PWY: enterobacterial common antigen biosynthesis	2.48097	9.0687	6.4209	0.824742	0	1.12459	0.494225	0.757861	0	0.555993	0	0.630236	1.91285	0	13.5646	0	0	0.538085	0	0	0	0	0	0.429001	0.86967	0
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Escherichia.s__Escherichia_coli	7.28521	38.347	25.8478	2.77499	0	4.25877	2.9401	3.08667	0	2.84612	0	3.45944	7.65774	0	54.2635	0	0	1.96118	0	0	0	0	0	2.26914	2.61951	0
ENTBACSYN-PWY: enterobactin biosynthesis	10.9282	20.4641	11.6154	2.70292	0	4.95191	2.1321	4.85115	0	0	0	3.7654	6.938	1.43299	37.6879	0	0.670484	1.76588	0.760191	0	0	0	0	5.47264	2.88374	2.80055
ENTBACSYN-PWY: enterobactin biosynthesis|g__Escherichia.s__Escherichia_coli	31.1632	91.0094	49.018	3.90524	0	11.0326	5.05044	8.96144	0	0	0	8.29015	19.539	0	102.979	0	1.2025	2.52184	2.11299	0	0	0	0	13.8983	9.04307	1.75607
FAO-PWY: fatty acid &beta;-oxidation I	6.84156	9.36202	7.0947	3.55	0	1.53707	1.41578	1.9467	0	0.934528	0.335344	0.839685	2.7957	0.772821	14.4417	0.321845	0.974307	1.93424	0	0	0	0	0	2.35449	3.13925	1.65617
FAO-PWY: fatty acid &beta;-oxidation I|g__Escherichia.s__Escherichia_coli	8.14481	27.0194	13.0785	1.36883	0	2.64253	1.09516	3.24436	0	1.35276	0	3.45712	4.73041	0	40.7193	0.627505	1.11338	0.580781	0	0	0	0	0	3.00884	1.77958	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	10.979	25.991	10.9042	17.1022	7.97984	7.70557	2.13754	0.374155	0	4.56081	15.9655	2.07087	3.64647	0	33.0055	0	1.09213	1.47245	1.88695	0	0	0	0.96299	5.06811	7.59617	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Escherichia.s__Escherichia_coli	9.662	27.9675	13.3521	0	0	3.76308	0	0.917269	0	2.12086	0	4.48314	3.43308	0	36.9366	0	0	1.04971	0	0	0	0	0	0	1.96275	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	0	0	0	60.7923	31.2664	25.6644	0	0	0	19.9428	65.9955	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5083	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	6.97859	17.3679	6.90503	13.0445	5.04627	4.83094	1.34783	0.234103	0	2.92164	10.233	1.30459	2.29699	0	23.3559	0	0.683967	0.923301	1.19338	0	0	0	0.60245	3.18614	4.83873	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Escherichia.s__Escherichia_coli	12.9552	34.7212	14.1028	0	0	3.79644	2.3536	0.95392	0	1.84965	0	0	4.87392	0	55.8795	0	1.07674	2.03004	0	0	0	0	0	0	1.2332	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	0	0	0	47.8755	20.5324	16.2145	0	0	0	13.0583	46.9408	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4378	0
FERMENTATION-PWY: mixed acid fermentation	10.85	20.1761	10.4628	1.45193	0.261717	2.99621	0.71375	2.44482	0	0.928871	0	2.94862	4.78666	0.746636	10.3964	1.94135	1.17143	0.354688	0	0	0	0	1.33701	3.0499	3.98325	0.789708
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	9.33118	17.7481	10.9554	7.56165	6.1224	15.5044	10.099	0	0	2.51641	0	8.00088	8.70573	0	23.1709	3.45092	0	1.5027	0	0	0	0	0	0	3.57647	0.718672
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|g__Escherichia.s__Escherichia_coli	12.6668	38.6655	12.7522	0	0	1.88714	0	0	0	0	0	0	5.42431	0	50.1359	0	0	0	0	0	0	0	0	0	2.50566	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	16.8774	18.7634	13.9242	1.973	0	3.95454	1.78568	2.64764	0	2.29949	0	1.49226	7.01694	1.64088	21.3847	1.93396	1.58274	1.26346	0	0	0	0	0	2.34785	1.77863	2.2587
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Escherichia.s__Escherichia_coli	13.9289	46.9326	23.9652	0	0	6.63616	0	4.37985	0	2.94403	0	2.87272	7.10331	0	60.1235	0	1.5391	0	0	0	0	0	0	2.91252	2.58546	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|unclassified	0	0	8.49496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation	9.89701	12.0358	7.99675	1.021	0	2.16263	1.13905	3.43947	0	4.22076	0.872525	0.73703	4.19948	1.93005	18.3463	0.942455	0.875617	0.631245	1.86877	0	0	0	0	1.67191	0.918557	1.60835
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_coli	17.674	47.862	24.1726	0	0	6.73237	1.98839	5.53102	0	3.70497	0	2.66235	7.7262	2.31956	59.0785	2.77055	3.70258	1.27367	0	0	0	0	0	5.00318	3.16878	1.38363
FUCCAT-PWY: fucose degradation|unclassified	0	0	3.88693	0	0	0	0	1.34262	0	0	0	0	9.04899	0	0	0	0	0	0	0	0	0	0	0	0	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	28.4053	22.6825	26.0263	6.9413	7.54872	15.595	7.82469	10.6361	6.71313	19.4087	14.8976	12.8764	16.7163	12.5752	26.6227	12.4154	6.64032	13.7275	10.9269	4.95671	5.41662	3.59314	9.27048	13.2357	11.5545	7.72673
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Escherichia.s__Escherichia_coli	13.6642	40.0219	18.7853	0	0	4.88074	0	1.60053	0	1.85228	0	2.38821	7.318	0	55.1175	0	0.56989	1.20331	0	0	0	0	0	3.32045	2.56552	1.84846
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	25.8992	12.0806	31.7804	6.93023	13.9698	26.8632	19.7829	26.9783	8.14091	11.6488	43.5154	32.6049	16.1424	62.835	12.6929	50.9065	23.9262	59.795	47.687	15.3475	18.251	10.7608	40.522	25.1304	37.3771	30.7655
GALACTARDEG-PWY: D-galactarate degradation I	8.05255	10.4901	5.09679	1.33127	0	1.5967	0.815527	1.45918	0	1.02753	0.992932	1.17963	1.8827	0	12.4539	1.47392	0.194403	2.06508	0.931243	0	0	0	0	0.747917	1.16602	1.25962
GALACTARDEG-PWY: D-galactarate degradation I|g__Escherichia.s__Escherichia_coli	15.1376	49.6793	24.2012	1.58897	0	4.86628	5.38381	3.61157	0	3.52519	2.78985	0	7.34892	0	52.2806	2.91035	0.58871	2.8438	0.993201	0	0	0	0	2.32425	1.99044	0
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	4.28278	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44626	0	0	0	0	0	0	0	0	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I	24.0773	16.6467	18.8527	27.9712	14.0058	12.0907	6.30282	12.9351	5.19702	16.6509	14.6284	17.057	18.5204	18.4842	21.8485	12.1649	9.45525	25.2092	13.1709	4.08039	7.80319	12.1707	15.5105	17.3327	30.454	17.9123
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Escherichia.s__Escherichia_coli	12.8163	40.807	18.495	1.17671	0	5.43749	0	3.1026	0	2.05014	0.78719	2.56574	8.42066	0	54.5697	0	0.483026	1.52783	0	0	0	0	0	4.46384	4.1606	2.13756
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	56.1515	24.6923	50.2906	104.837	49.872	52.2711	27.8105	47.1853	31.494	94.2008	63.6584	97.4737	65.5162	98.0865	9.68448	58.0933	38.4272	107.048	54.5626	23.771	51.7996	74.2481	102.454	91.9075	120.551	95.2803
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	66.7275	34.5683	42.2501	22.6144	29.0682	33.4904	14.5307	17.9082	13.5094	16.7952	35.4187	25.4785	27.1547	17.9844	94.3112	36.3659	17.53	32.2315	16.7362	21.4706	22.5076	25.8896	26.1587	31.6378	31.6638	25.6768
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_coli	14.291	50.8536	26.1233	1.81199	0	6.09533	2.70821	1.23621	0	2.50065	0	2.36503	7.53764	0	66.2616	2.57109	0	0	0.991828	0	0	0	0	5.05141	3.85005	2.39887
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	116.419	51.9258	120.676	59.8054	108.666	148.708	80.7705	70.9593	55.825	95.509	145.035	140.748	107.717	88.5595	84.6859	141.939	58.6714	124.885	68.2658	104.863	134.239	153.151	150.314	154.805	121.512	128.061
GLUCARDEG-PWY: D-glucarate degradation I	8.02675	10.4901	5.09679	1.27353	0	1.31227	0.815527	1.46155	0	1.06098	0.912053	1.08821	1.83787	0	12.4539	1.59553	0.208014	1.98138	0.914868	0	0	0	0	1.10761	1.14704	1.23568
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	15.1376	49.6793	24.2012	1.58897	0	4.86628	5.38381	4.46837	0	4.59859	2.78985	2.81824	7.34892	0	52.2806	2.91035	0.810895	3.41404	0.761219	0	0	0	0	2.32425	3.38903	2.64935
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	4.25755	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4723	0	0	0	0	0	0	0	0	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	8.05255	10.4901	5.09679	1.33127	0	1.5967	0.815527	1.45918	0	1.02753	0.992932	1.17963	1.8827	0	12.4539	1.47392	0.194403	2.06508	0.931243	0	0	0	0	0.747917	1.16602	1.25962
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_coli	15.1376	49.6793	24.2012	1.58897	0	4.86628	5.38381	3.61157	0	3.52519	2.78985	0	7.34892	0	52.2806	2.91035	0.58871	2.8438	0.993201	0	0	0	0	2.32425	1.99044	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	4.28278	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44626	0	0	0	0	0	0	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I	15.7305	53.128	49.9729	2.42675	25.8193	16.6752	17.3357	52.9786	24.4152	15.5722	17.589	11.7952	22.1813	59.957	4.78313	9.45681	41.4724	12.3509	15.3459	35.2755	67.8181	28.9808	15.9084	23.0877	15.4135	22.0671
GLUCONEO-PWY: gluconeogenesis I|unclassified	4.93381	0	0	0	0	57.8446	9.37512	0	0	31.6117	0	0	59.3126	0	15.4249	41.5495	0	0	27.3784	20.4124	0	0	38.0402	64.1534	42.048	51.8054
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	8.96254	15.3808	11.0298	0.488696	0	2.34859	3.34629	2.33153	0	0.890522	0.324559	1.20588	3.12021	0.195947	20.2365	1.98622	0.325029	0.778716	0	0	0	0	0	1.09452	0.558913	2.22034
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_coli	13.9898	44.0436	21.4831	1.32166	0	3.27667	3.89471	5.07558	0	1.14316	0	2.88251	7.83884	0	58.5558	0	0	0	0	0	0	0	0	3.36284	1.04876	4.54262
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	24.4067	20.1731	19.2383	4.77314	5.29279	10.8903	5.62332	7.95472	4.6909	19.4462	10.6845	9.98329	13.0094	9.88438	24.4286	8.7185	4.93557	10.3285	13.6784	3.44573	4.14749	2.54146	7.0091	10.637	8.44238	5.68225
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Escherichia.s__Escherichia_coli	13.5475	47.9945	18.4599	0.624338	0	5.31576	0	1.65592	0	1.57445	0.887682	2.89499	6.776	0	53.4351	0	0.727845	1.0675	0	0	0	0	0	3.88594	2.2068	1.75394
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	19.104	8.62276	21.8611	4.65549	9.55114	18.2053	13.5962	19.2954	5.48209	8.05556	30.4417	23.2366	11.1669	49.0871	14.0026	35.3823	17.4699	45.159	59.5517	10.4881	13.0265	7.40884	29.3313	17.8635	26.8019	22.0531
GLUDEG-I-PWY: GABA shunt	13.449	18.8589	15.8606	1.90507	0	4.55315	0.5161	3.13892	0	1.94683	2.76317	2.54458	5.86527	2.20856	31.052	1.54626	0.903208	2.77588	0.361032	0	0	0	0	1.54443	6.63492	2.93385
GLUTORN-PWY: L-ornithine biosynthesis	30.2747	76.224	16.279	14.9515	9.29927	24.1831	46.2475	37.1457	37.0115	51.64	14.8578	62.2278	42.0309	17.7358	30.6345	7.90852	19.5222	23.715	38.8759	0.268043	0.745998	24.3155	0.905054	3.26784	8.80455	11.7241
GLUTORN-PWY: L-ornithine biosynthesis|g__Escherichia.s__Escherichia_coli	15.3203	61.3799	23.0217	2.19226	0	6.66559	4.39993	6.02833	0	2.54827	1.87404	5.29189	9.54106	0.992188	56.7152	1.17429	1.11203	1.76353	0.58307	0	0	0	0	3.56093	3.54081	2.73949
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	24.4655	21.8691	5.199	24.5995	14.308	38.6039	13.0453	29.6589	6.36358	5.27807	0	27.3758	74.0177	49.0992	3.53084	11.4737	21.7241	42.6676	89.2219	0	0	60.5788	0	4.67011	4.92865	8.49549
